User's manual r01uh0637jj0220-rl78g11; Version 1.00; April 22, 2019
TKBCLIR0,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,2,,TKBCLIRn
TKBCLSE00,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,1,,TKBCLSEnp
TKBCLSE01,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,1,,TKBCLSEnp
TKBIOC01,10.3.7 16ビット・タイマKB出力制御レジスタn1（TKBIOCn1）,図10-1016ビット・タイマKB出力制御レジスタn1（TKBIOCn1）のフォーマット,,,
TKBTOE00,10.3.7 16ビット・タイマKB出力制御レジスタn1（TKBIOCn1）,図10-1016ビット・タイマKB出力制御レジスタn1（TKBIOCn1）のフォーマット,1,,TKBTOEnp
TKBTOE01,10.3.7 16ビット・タイマKB出力制御レジスタn1（TKBIOCn1）,図10-1016ビット・タイマKB出力制御レジスタn1（TKBIOCn1）のフォーマット,1,,TKBTOEnp
TKBCTL01,10.3.5 16ビット・タイマKB動作制御レジスタn1（TKBCTLn1）,図10-816ビット・タイマKB動作制御レジスタn1（TKBCTLn1）のフォーマット,,,
TKBCE0,10.3.5 16ビット・タイマKB動作制御レジスタn1（TKBCTLn1）,図10-816ビット・タイマKB動作制御レジスタn1（TKBCTLn1）のフォーマット,1,,TKBCEn
TKBPACTL00,10.6.3 強制出力停止機能を制御するレジスタ,図10-66強制出力停止機能制御レジスタ0p（TKBPACTL0p）のフォーマット（1/2）,,,
TKBPACTL01,10.6.3 強制出力停止機能を制御するレジスタ,図10-66強制出力停止機能制御レジスタ0p（TKBPACTL0p）のフォーマット（1/2）,,,
TKBPAHFS0,10.6.3 強制出力停止機能を制御するレジスタ,図10-69強制出力停止機能1開始トリガ・レジスタn（TKBPAHFSn）のフォーマット,,,
TKBPAHTS00,10.6.3 強制出力停止機能を制御するレジスタ,図10-69強制出力停止機能1開始トリガ・レジスタn（TKBPAHFSn）のフォーマット,1,,TKBPAHTSnp
TKBPAHTS01,10.6.3 強制出力停止機能を制御するレジスタ,図10-69強制出力停止機能1開始トリガ・レジスタn（TKBPAHFSn）のフォーマット,1,,TKBPAHTSnp
TKBPAHFT0,10.6.3 強制出力停止機能を制御するレジスタ,図10-70強制出力停止機能1解除トリガ・レジスタn（TKBPAHFTn）のフォーマット,,,
TKBPAHTT00,10.6.3 強制出力停止機能を制御するレジスタ,図10-70強制出力停止機能1解除トリガ・レジスタn（TKBPAHFTn）のフォーマット,1,,TKBPAHTTnp
TKBPAHTT01,10.6.3 強制出力停止機能を制御するレジスタ,図10-70強制出力停止機能1解除トリガ・レジスタn（TKBPAHFTn）のフォーマット,1,,TKBPAHTTnp
TKBPAFLG0,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,,,
TKBPAHIF00,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAHIFnp
TKBPAFIF00,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAFIFnp
TKBPAHIF01,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAHIFnp
TKBPAFIF01,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAFIFnp
TKBPAHSF00,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAHSFnp
TKBPAFSF00,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAFSFnp
TKBPAHSF01,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAHSFnp
TKBPAFSF01,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAFSFnp
TKBPACTL02,10.6.3 強制出力停止機能を制御するレジスタ,図10-67強制出力停止機能制御レジスタn2（TKBPACTLn2）のフォーマット,,,
TKBPACE00,10.6.3 強制出力停止機能を制御するレジスタ,図10-67強制出力停止機能制御レジスタn2（TKBPACTLn2）のフォーマット,1,,TKBPACEnp
TKBPACE01,10.6.3 強制出力停止機能を制御するレジスタ,図10-67強制出力停止機能制御レジスタn2（TKBPACTLn2）のフォーマット,1,,TKBPACEnp
PFSEL0,10.3.17 周辺機能切り替えレジスタ0（PFSEL0）,図10-20周辺機能切り替えレジスタ0（PFSEL0）のフォーマット,,,
TMRSTEN0,10.3.17 周辺機能切り替えレジスタ0（PFSEL0）,図10-20周辺機能切り替えレジスタ0（PFSEL0）のフォーマット,2,,
TMRSTEN1,10.3.17 周辺機能切り替えレジスタ0（PFSEL0）,図10-20周辺機能切り替えレジスタ0（PFSEL0）のフォーマット,2,,
PNFEN0,10.3.17 周辺機能切り替えレジスタ0（PFSEL0）,図10-20周辺機能切り替えレジスタ0（PFSEL0）のフォーマット,2,,
PNFEN1,10.3.17 周辺機能切り替えレジスタ0（PFSEL0）,図10-20周辺機能切り替えレジスタ0（PFSEL0）のフォーマット,2,,
INTPINV0,10.3.17 周辺機能切り替えレジスタ0（PFSEL0）,図10-20周辺機能切り替えレジスタ0（PFSEL0）のフォーマット,2,,
INTPINV1,10.3.17 周辺機能切り替えレジスタ0（PFSEL0）,図10-20周辺機能切り替えレジスタ0（PFSEL0）のフォーマット,2,,
INTPEG,10.3.18 外部割り込みエッジ許可レジスタ(INTPEG),図10-21外部割り込みエッジ許可レジスタ（INTPEG）のフォーマット,,,
INTFE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,,,
INTADFE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,2,,
INTITFE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,2,,
INTIT00FE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,2,,
INTIT01FE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,2,,
INTTMKB0FE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,2,,
INTDOCFE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,2,,
INTCMP0FE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,2,,
INTCMP1FE,22.3.5 割り込みフラグ制御レジスタ,図22-6割り込みフラグ・イネーブル・レジスタ(INTFE)のフォーマット,2,,
INTFOCTL0,22.3.5 割り込みフラグ制御レジスタ,"図22-7割り込みフラグ出力制御レジスタ01(INTFOCTL0,INTFOCTL1)のフォーマット",,,
INTFOCTL1,22.3.5 割り込みフラグ制御レジスタ,"図22-7割り込みフラグ出力制御レジスタ01(INTFOCTL0,INTFOCTL1)のフォーマット",,,
INTFCLR,22.3.5 割り込みフラグ制御レジスタ,"図22-7割り込みフラグ出力制御レジスタ01(INTFOCTL0,INTFOCTL1)のフォーマット",2,,
TRT0,9.3.2 8ビット・インターバル・タイマ・カウンタ・レジスタn (TRTn) (n = 0),図9-38ビット・インターバル・タイマ・カウンタ・レジスタn(TRTn)のフォーマット,,,
TRT00,"9.3.1 8ビット・インターバル・タイマ・カウンタ・レジスタni (TRTni) (n = 0, i = 0, 1)",図9-28ビット・インターバル・タイマ・カウンタ・レジスタni(TRTni)のフォーマット,,,
TRT01,"9.3.1 8ビット・インターバル・タイマ・カウンタ・レジスタni (TRTni) (n = 0, i = 0, 1)",図9-28ビット・インターバル・タイマ・カウンタ・レジスタni(TRTni)のフォーマット,,,
DOCR,15.2.3 DOCコントロールレジスタ(DOCR),図15-4DOCコントロールレジスタ(DOCR)のフォーマット,,,
OMS0,15.2.3 DOCコントロールレジスタ(DOCR),図15-4DOCコントロールレジスタ(DOCR)のフォーマット,2,,OMS1
OMS1,15.2.3 DOCコントロールレジスタ(DOCR),図15-4DOCコントロールレジスタ(DOCR)のフォーマット,2,,
DCSEL,15.2.3 DOCコントロールレジスタ(DOCR),図15-4DOCコントロールレジスタ(DOCR)のフォーマット,3,,
DOPCIE,15.2.3 DOCコントロールレジスタ(DOCR),図15-4DOCコントロールレジスタ(DOCR)のフォーマット,2,,
DOPCF,15.2.3 DOCコントロールレジスタ(DOCR),図15-4DOCコントロールレジスタ(DOCR)のフォーマット,7,,
DOPCFCL,15.2.3 DOCコントロールレジスタ(DOCR),図15-4DOCコントロールレジスタ(DOCR)のフォーマット,2,,
DODIR,15.2.4 DOCデータインプットレジスタ(DODIR),図15-5DOCデータインプットレジスタ(DODIR)のフォーマット,,,
DODSR,15.2.5 DOCデータセッティングレジスタ(DODSR),図15-6DOCデータセッティングレジスタ(DODSR)のフォーマット,,,
P0,4.3.2 ポート・レジスタ(Pxx),図4-2ポート・レジスタのフォーマット,,,
P2,4.3.2 ポート・レジスタ(Pxx),図4-2ポート・レジスタのフォーマット,,,
P3,4.3.2 ポート・レジスタ(Pxx),図4-2ポート・レジスタのフォーマット,,,
P4,4.3.2 ポート・レジスタ(Pxx),図4-2ポート・レジスタのフォーマット,,,
P5,4.3.2 ポート・レジスタ(Pxx),図4-2ポート・レジスタのフォーマット,,,
P12,4.3.2 ポート・レジスタ(Pxx),図4-2ポート・レジスタのフォーマット,,,
P13,4.3.2 ポート・レジスタ(Pxx),図4-2ポート・レジスタのフォーマット,,,
SDR00,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
SIO00,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
TXD0,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
SDR01,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
RXD0,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
SIO01,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
TDR00,7.2.2 タイマ・データ・レジスタmn (TDRmn),"図7-7タイマ・データ・レジスタmn(TDRmn)(n=0,2)のフォーマット",,,
TDR01,7.2.2 タイマ・データ・レジスタmn (TDRmn),"図7-8タイマ・データ・レジスタmn(TDRmn)(n=1,3)のフォーマット",,,
TDR01L,7.2.2 タイマ・データ・レジスタmn (TDRmn),"図7-8タイマ・データ・レジスタmn(TDRmn)(n=1,3)のフォーマット",,,
TDR01H,7.2.2 タイマ・データ・レジスタmn (TDRmn),"図7-8タイマ・データ・レジスタmn(TDRmn)(n=1,3)のフォーマット",,,
ADCR,16.3.6 10ビットA/D変換結果レジスタ(ADCR),図16-1010ビットA/D変換結果レジスタ(ADCR)のフォーマット,,,
ADCRH,16.3.7 8ビットA/D変換結果レジスタ(ADCRH),図16-118ビットA/D変換結果レジスタ(ADCRH)のフォーマット,,,
PM0,4.3.1 ポート・モード・レジスタ(PMxx),図4-1ポート・モード・レジスタのフォーマット,,,
PM2,4.3.1 ポート・モード・レジスタ(PMxx),図4-1ポート・モード・レジスタのフォーマット,,ポート機能,
PM2,18.3.6 ポート・モード・レジスタ2（PM2）,図18-7ポート・モード・レジスタ2（PM2）のフォーマット,,プログラマブル・ゲイン・アンプ(PGA),
PM3,4.3.1 ポート・モード・レジスタ(PMxx),図4-1ポート・モード・レジスタのフォーマット,,ポート機能,
PM3,"23.3.4 ポート・モード・レジスタ3, 5 (PM3, PM5)","図23-5ポート・モード・レジスタ3,5(PM3,PM5)のフォーマット",,キー割り込み機能,
PM4,4.3.1 ポート・モード・レジスタ(PMxx),図4-1ポート・モード・レジスタのフォーマット,,,
PM5,4.3.1 ポート・モード・レジスタ(PMxx),図4-1ポート・モード・レジスタのフォーマット,,ポート機能,
PM5,"23.3.4 ポート・モード・レジスタ3, 5 (PM3, PM5)","図23-5ポート・モード・レジスタ3,5(PM3,PM5)のフォーマット",,キー割り込み機能,
ADM0,16.3.3 A/Dコンバータ・モード・レジスタ0 (ADM0),図16-4A/Dコンバータ・モード・レジスタ0(ADM0)のフォーマット,,,
ADCE,16.3.3 A/Dコンバータ・モード・レジスタ0 (ADM0),図16-4A/Dコンバータ・モード・レジスタ0(ADM0)のフォーマット,2,,
ADCS,16.3.3 A/Dコンバータ・モード・レジスタ0 (ADM0),図16-4A/Dコンバータ・モード・レジスタ0(ADM0)のフォーマット,2,,
ADS,16.3.8 アナログ入力チャネル指定レジスタ(ADS),図16-12アナログ入力チャネル指定レジスタ(ADS)のフォーマット(1/2),,A/Dコンバータ,
ADS,28.3.8 A/Dテスト機能,図28-17アナログ入力チャネル指定レジスタ(ADS)のフォーマット,,安全機能,
ADM1,16.3.4 A/Dコンバータ・モード・レジスタ1 (ADM1),図16-7A/Dコンバータ・モード・レジスタ1(ADM1)のフォーマット,,,
KRCTL,23.3.1 キー・リターン・コントロール・レジスタ(KRCTL),図23-2キー・リターン・コントロール・レジスタ(KRCTL)のフォーマット,,,
KREG,23.3.1 キー・リターン・コントロール・レジスタ(KRCTL),図23-2キー・リターン・コントロール・レジスタ(KRCTL)のフォーマット,2,,
KRMD,23.3.1 キー・リターン・コントロール・レジスタ(KRCTL),図23-2キー・リターン・コントロール・レジスタ(KRCTL)のフォーマット,2,,
KRF,23.3.3 キー・リターン・フラグ・レジスタ (KRF),図23-4キー・リターン・フラグ・レジスタ(KRF)のフォーマット,,,
KRM0,23.3.2 キー・リターン・モード・レジスタ0 (KRM0),図23-3キー・リターン・モード・レジスタ0(KRM0)のフォーマット,,,
EGP0,22.3.4 外部割り込み立ち上がりエッジ許可レジスタ(EGP0)，外部割り込み立ち下が りエッジ許可レジスタ(EGN0),図22-5外部割り込み立ち上がりエッジ許可レジスタ(EGP0)，外部割り込み立ち下がりエッジ許可レジスタ(EGN0)のフォーマット,,,
EGN0,22.3.4 外部割り込み立ち上がりエッジ許可レジスタ(EGP0)，外部割り込み立ち下が りエッジ許可レジスタ(EGN0),図22-5外部割り込み立ち上がりエッジ許可レジスタ(EGP0)，外部割り込み立ち下がりエッジ許可レジスタ(EGN0)のフォーマット,,,
EGP1,22.3.4 外部割り込み立ち上がりエッジ許可レジスタ(EGP0)，外部割り込み立ち下が りエッジ許可レジスタ(EGN0),図22-5外部割り込み立ち上がりエッジ許可レジスタ(EGP0)，外部割り込み立ち下がりエッジ許可レジスタ(EGN0)のフォーマット,,,
EGN1,22.3.4 外部割り込み立ち上がりエッジ許可レジスタ(EGP0)，外部割り込み立ち下が りエッジ許可レジスタ(EGN0),図22-5外部割り込み立ち上がりエッジ許可レジスタ(EGP0)，外部割り込み立ち下がりエッジ許可レジスタ(EGN0)のフォーマット,,,
DACS0,"17.3.4 D/A変換値設定レジスタi (DACSi)(i = 0, 1)","図17-5D/A変換値設定レジスタi(DACSi)(i=0,1)のフォーマット",,,
DACS1,"17.3.4 D/A変換値設定レジスタi (DACSi)(i = 0, 1)","図17-5D/A変換値設定レジスタi(DACSi)(i=0,1)のフォーマット",,,
DAM,17.3.3 D/Aコンバータ・モード・レジスタ(DAM),図17-4D/Aコンバータ・モード・レジスタ(DAM)のフォーマット,,,
DACE0,17.3.3 D/Aコンバータ・モード・レジスタ(DAM),図17-4D/Aコンバータ・モード・レジスタ(DAM)のフォーマット,1,,DACEi
DACE1,17.3.3 D/Aコンバータ・モード・レジスタ(DAM),図17-4D/Aコンバータ・モード・レジスタ(DAM)のフォーマット,1,,DACEi
SDR02,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
SIO10,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
TXD1,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
SDR03,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
RXD1,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
SIO11,13.3.6 シリアル・データ・レジスタmn (SDRmn),図13-9シリアル・データ・レジスタmn(SDRmn)のフォーマット,,,
IICA0,14.2 シリアル・インタフェースIICAの構成,図14-3IICAシフト・レジスタn(IICAn)のフォーマット,,,
IICS0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(1/3),,,
SPD0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(3/3),1,,SPDn
STD0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(3/3),1,,STDn
ACKD0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(3/3),1,,ACKDn
TRC0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(2/3),1,,TRCn
COI0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(2/3),1,,COIn
EXC0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(2/3),1,,EXCn
ALD0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(1/3),3,,ALDn
MSTS0,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(1/3),2,,MSTSn
IICF0,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,,,
IICRSV0,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,3,,IICRSVn
STCEN0,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,5,,STCENn
IICBSY0,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,2,,IICBSYn
STCF0,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,2,,STCFn
IICA1,14.2 シリアル・インタフェースIICAの構成,図14-3IICAシフト・レジスタn(IICAn)のフォーマット,,,
IICS1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(1/3),,,
SPD1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(3/3),1,,SPDn
STD1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(3/3),1,,STDn
ACKD1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(3/3),1,,ACKDn
TRC1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(2/3),1,,TRCn
COI1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(2/3),1,,COIn
EXC1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(2/3),1,,EXCn
ALD1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(1/3),3,,ALDn
MSTS1,14.3.4 IICAステータス・レジスタn (IICSn),図14-8IICAステータス・レジスタn(IICSn)のフォーマット(1/3),2,,MSTSn
IICF1,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,,,
IICRSV1,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,3,,IICRSVn
STCEN1,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,5,,STCENn
IICBSY1,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,2,,IICBSYn
STCF1,14.3.5 IICAフラグ・レジスタn (IICFn),図14-9IICAフラグ・レジスタn(IICFn)のフォーマット,2,,STCFn
TDR02,7.2.2 タイマ・データ・レジスタmn (TDRmn),"図7-7タイマ・データ・レジスタmn(TDRmn)(n=0,2)のフォーマット",,,
TDR03,7.2.2 タイマ・データ・レジスタmn (TDRmn),"図7-8タイマ・データ・レジスタmn(TDRmn)(n=1,3)のフォーマット",,,
TDR03L,7.2.2 タイマ・データ・レジスタmn (TDRmn),"図7-8タイマ・データ・レジスタmn(TDRmn)(n=1,3)のフォーマット",,,
TDR03H,7.2.2 タイマ・データ・レジスタmn (TDRmn),"図7-8タイマ・データ・レジスタmn(TDRmn)(n=1,3)のフォーマット",,,
ITMC,8.3.5 12ビット・インターバル・タイマ・コントロール・レジスタ(ITMC),図8-612ビット・インターバル・タイマ・コントロール・レジスタ(ITMC)のフォーマット,,,
CMC,6.3.1 クロック動作モード制御レジスタ(CMC),図6-2クロック動作モード制御レジスタ(CMC)のフォーマット,,,
CSC,6.3.3 クロック動作ステータス制御レジスタ(CSC),図6-4クロック動作ステータス制御レジスタ(CSC)のフォーマット,,,
HIOSTOP,6.3.3 クロック動作ステータス制御レジスタ(CSC),図6-4クロック動作ステータス制御レジスタ(CSC)のフォーマット,2,,
MIOEN,6.3.3 クロック動作ステータス制御レジスタ(CSC),図6-4クロック動作ステータス制御レジスタ(CSC)のフォーマット,2,,
MSTOP,6.3.3 クロック動作ステータス制御レジスタ(CSC),図6-4クロック動作ステータス制御レジスタ(CSC)のフォーマット,2,,
OSTC,6.3.4 発振安定時間カウンタ状態レジスタ(OSTC),図6-5発振安定時間カウンタ状態レジスタ(OSTC)のフォーマット,,,
OSTS,6.3.5 発振安定時間選択レジスタ(OSTS),図6-6発振安定時間選択レジスタ(OSTS)のフォーマット,,,
CKC,6.3.2 システム・クロック制御レジスタ(CKC),図6-3システム・クロック制御レジスタ(CKC)のフォーマット,,,
MCM1,6.3.2 システム・クロック制御レジスタ(CKC),図6-3システム・クロック制御レジスタ(CKC)のフォーマット,2,,
MCS1,6.3.2 システム・クロック制御レジスタ(CKC),図6-3システム・クロック制御レジスタ(CKC)のフォーマット,2,,
MCM0,6.3.2 システム・クロック制御レジスタ(CKC),図6-3システム・クロック制御レジスタ(CKC)のフォーマット,2,,
MCS,6.3.2 システム・クロック制御レジスタ(CKC),図6-3システム・クロック制御レジスタ(CKC)のフォーマット,3,,
CSS,6.3.2 システム・クロック制御レジスタ(CKC),図6-3システム・クロック制御レジスタ(CKC)のフォーマット,2,,
CLS,6.3.2 システム・クロック制御レジスタ(CKC),図6-3システム・クロック制御レジスタ(CKC)のフォーマット,2,,
CKS0,11.3.1 クロック出力選択レジスタn (CKSn),図11-2クロック出力選択レジスタn(CKSn)のフォーマット,,,
PCLOE0,11.3.1 クロック出力選択レジスタn (CKSn),図11-2クロック出力選択レジスタn(CKSn)のフォーマット,2,,PCLOEn
CKS1,11.3.1 クロック出力選択レジスタn (CKSn),図11-2クロック出力選択レジスタn(CKSn)のフォーマット,,,
PCLOE1,11.3.1 クロック出力選択レジスタn (CKSn),図11-2クロック出力選択レジスタn(CKSn)のフォーマット,2,,PCLOEn
CKSEL,6.3.6 サブシステム・クロック選択レジスタ(CKSEL),図6-7サブシステム・クロック選択レジスタ(CKSEL)のフォーマット,,,
SELLOSC,6.3.6 サブシステム・クロック選択レジスタ(CKSEL),図6-7サブシステム・クロック選択レジスタ(CKSEL)のフォーマット,2,,
RESF,25.2.1 リセット・コントロール・フラグ・レジスタ(RESF),図25-4リセット・コントロール・フラグ・レジスタ(RESF)のフォーマット,,,
LVIM,27.3.1 電圧検出レジスタ(LVIM),図27-2電圧検出レジスタ(LVIM)のフォーマット,,,
LVIF,27.3.1 電圧検出レジスタ(LVIM),図27-2電圧検出レジスタ(LVIM)のフォーマット,2,,
LVIOMSK,27.3.1 電圧検出レジスタ(LVIM),図27-2電圧検出レジスタ(LVIM)のフォーマット,4,,
LVISEN,27.3.1 電圧検出レジスタ(LVIM),図27-2電圧検出レジスタ(LVIM)のフォーマット,2,,
